Date,CityCode,CityName,BaiduIndex
2020/1/1,469006,万宁市,177.2871157
2020/1/1,469007,东方市,200.7240462
2020/1/1,469021,定安市,196.3429704
2020/1/1,469022,屯昌县市,198.4123928
2020/1/1,469023,澄迈县市,192.4121285
2020/1/1,469024,临高县市,202.2911628
2020/1/1,469025,白沙黎族自治县,212.5836573
2020/1/1,469026,昌江黎族自治县,200.9554234
2020/1/1,469027,乐东黎族自治县,196.1751367
2020/1/1,469028,陵水黎族自治县,204.1543587
2020/1/1,469029,保亭黎族苗族自治县,202.9035792
2020/1/1,469030,琼中黎族苗族自治县,193.5070609
2020/1/1,500000,重庆市,391.2074384
2020/1/1,510100,成都市,456.8179692
2020/1/1,510300,自贡市,202.1027166
2020/1/1,510400,攀枝花市,199.2730299
2020/1/1,510500,泸州市,303.8862619
2020/1/1,510600,德阳市,281.2249808
2020/1/1,510700,绵阳市,250.7701301
2020/1/1,510800,广元市,200.8516824
2020/1/1,510900,遂宁市,230.3481141
2020/1/1,511000,内江市,236.088541
2020/1/1,511100,乐山市,256.4559446
2020/1/1,511300,南充市,312.0239001
2020/1/1,511400,眉山市,291.2127282
2020/1/1,511500,宜宾市,309.2663511
2020/1/1,511600,广安市,251.4340664
2020/1/1,511700,达州市,282.4241282
2020/1/1,511800,雅安市,263.6181275
2020/1/1,511900,巴中市,234.8202903
2020/1/1,512000,资阳市,216.6202634
2020/1/1,513200,阿坝藏族羌族自治州,191.5351701
2020/1/1,513300,甘孜藏族自治州,199.1168502
2020/1/1,513400,凉山彝族自治州,304.822842
2020/1/1,520100,贵阳市,258.263313
2020/1/1,520200,六盘水市,235.5920894
2020/1/1,520300,遵义市,382.3282624
2020/1/1,520400,安顺市,243.7802377
